model,term,coefficient,standard_error,p_value,ci_lower,ci_upper
transactions,C(hour_of_week)[T.108],0.49192687326008055,0.04285598655583768,5.465778409447013e-10,0.40222826252331323,0.5816254839968479
transactions,C(hour_of_week)[T.109],0.5012938718892287,0.058851695012319315,6.520346306760116e-08,0.37811585858574287,0.6244718851927145
transactions,C(hour_of_week)[T.110],0.5715926818671161,0.04092247847944026,1.9160484178037127e-11,0.4859409500436413,0.657244413690591
transactions,C(hour_of_week)[T.111],0.5240313262650367,0.038747652838091326,3.353246871080598e-11,0.4429315568230492,0.6051310957070242
transactions,C(hour_of_week)[T.112],0.5212401741245489,0.04722933609048003,1.0508713094414696e-09,0.42238803761343974,0.6200923106356581
transactions,C(hour_of_week)[T.113],0.4681143366139501,0.04456544437322123,2.3700617189548906e-09,0.37483778954540264,0.5613908836824976
transactions,C(hour_of_week)[T.114],0.3828957341271503,0.03795747163282033,4.573120249003343e-09,0.3034498329551363,0.4623416352991643
transactions,C(hour_of_week)[T.115],0.32619387608793604,0.040190391715981606,1.3518927864701671e-07,0.24207441947029412,0.41031333270557796
transactions,C(hour_of_week)[T.116],0.29008132071386655,0.04315729964573286,2.0077434839670932e-06,0.1997520544320405,0.38041058699569263
transactions,C(hour_of_week)[T.117],0.212661299887275,0.04873978117423077,0.00033459214564645,0.11064776548301275,0.31467483429153725
transactions,C(hour_of_week)[T.118],0.16100675488065447,0.05243144083571755,0.006291110261106382,0.05126648800421156,0.27074702175709736
transactions,C(hour_of_week)[T.119],0.09929800300065827,0.0619161759837926,0.12526338486070177,-0.030294042690397677,0.22889004869171423
transactions,C(hour_of_week)[T.120],0.04910448193432776,0.0467919482417013,0.30715005841315063,-0.04883219128818163,0.14704115515683713
transactions,C(hour_of_week)[T.121],0.05238268771523624,0.045942434938306666,0.2683805774951278,-0.04377593372872832,0.1485413091592008
transactions,C(hour_of_week)[T.122],-0.002704030460526363,0.04927682981442653,0.9568115378059266,-0.1058416205871056,0.10043355966605287
transactions,C(hour_of_week)[T.123],-0.05872952404302739,0.05700951741564362,0.31586630797769016,-0.1780518153241789,0.06059276723812411
transactions,C(hour_of_week)[T.124],-0.06575189384528213,0.058594976522161585,0.27578336012656807,-0.18839258917365642,0.05688880148309218
transactions,C(hour_of_week)[T.125],-0.022281234178944787,0.05585996067508724,0.6944315152370577,-0.13919747555020456,0.094635007192315
transactions,C(hour_of_week)[T.126],0.018471546244802406,0.030797968313816575,0.5557486917132953,-0.04598934226292059,0.0829324347525254
transactions,C(hour_of_week)[T.127],0.008745574028193093,0.029129087703563792,0.7672580940070152,-0.05222230721833521,0.06971345527472139
transactions,C(hour_of_week)[T.128],0.027749842016223547,0.04969311634978086,0.5830763944328743,-0.07625904584237861,0.1317587298748257
transactions,C(hour_of_week)[T.129],0.04428026075184893,0.05488603688804985,0.42978424450861585,-0.07059753470598115,0.15915805620967902
transactions,C(hour_of_week)[T.130],0.1350735240890435,0.056746684964364004,0.02792520109684244,0.016301347450699333,0.25384570072738766
transactions,C(hour_of_week)[T.131],0.1224705110049209,0.05425788010440601,0.03596324622279611,0.008907462805197122,0.2360335592046447
transactions,C(hour_of_week)[T.132],0.17529116356971775,0.035484706361567524,9.093035276105576e-05,0.10102081959134138,0.2495615075480941
